namespace,key,current_value
blue_skies,block.blue_skies.glowing_aquatic_slab,Glowing Aquatic Slab
blue_skies,block.blue_skies.aquatic_stairs,Aquatic Stairs
blue_skies,block.blue_skies.glowing_aquatic_stairs,Glowing Aquatic Stairs
blue_skies,block.blue_skies.aquatic_wall,Aquatic Wall
blue_skies,block.blue_skies.glowing_aquatic_wall,Glowing Aquatic Wall
blue_skies,block.blue_skies.life_stone,Life Stone
blue_skies,block.blue_skies.glowing_life_stone,Glowing Life Stone
blue_skies,block.blue_skies.life_slab,Life Slab
blue_skies,block.blue_skies.glowing_life_slab,Glowing Life Slab
blue_skies,block.blue_skies.life_stairs,Life Stairs
blue_skies,block.blue_skies.glowing_life_stairs,Glowing Life Stairs
blue_skies,block.blue_skies.life_wall,Life Wall
blue_skies,block.blue_skies.glowing_life_wall,Glowing Life Wall
blue_skies,block.blue_skies.poison_keystone,Poison Keystone
blue_skies,block.blue_skies.bright_blinding_keystone,Blinding Keystone (Everbright)
blue_skies,block.blue_skies.dawn_blinding_keystone,Blinding Keystone (Everdawn)
blue_skies,block.blue_skies.nature_keystone,Nature Keystone
blue_skies,block.blue_skies.life_keystone,Life Keystone
blue_skies,block.blue_skies.aquatic_keystone,Aquatic Keystone
blue_skies,block.blue_skies.summoner_trophy,Summoner Trophy
blue_skies,block.blue_skies.alchemist_trophy,Alchemist Trophy
blue_skies,block.blue_skies.starlit_crusher_trophy,Starlit Crusher Trophy
blue_skies,block.blue_skies.arachnarch_trophy,Arachnarch Trophy
blue_skies,block.blue_skies.winter_leaves,Winter Leaves
blue_skies,block.blue_skies.fiery_beans,Fiery Beans
blue_skies,block.blue_skies.cryo_roots,Cryo Roots
blue_skies,block.blue_skies.scalefruits,Scalefruits
blue_skies,block.blue_skies.pine_fruits,Pine Fruits
blue_skies,block.blue_skies.potted_brewberry_bush,Potted Brewberry Bush
blue_skies,block.blue_skies.potted_baneful_mushroom,Potted Baneful Mushroom
blue_skies,block.blue_skies.potted_snowcap_mushroom,Potted Snowcap Mushroom
blue_skies,block.blue_skies.potted_camellia,Potted Camellia
blue_skies,block.blue_skies.potted_snowbloom,Potted Snowbloom
blue_skies,block.blue_skies.potted_briskbloom,Potted Briskbloom
blue_skies,block.blue_skies.potted_blush_blossom,Potted Blush Blossom
blue_skies,block.blue_skies.potted_polar_posy,Potted Polar Posy
blue_skies,block.blue_skies.potted_chillweed,Potted Chillweed
blue_skies,block.blue_skies.potted_brittlebush,Potted Brittlebush
blue_skies,block.blue_skies.potted_frose,Potted Frose
blue_skies,block.blue_skies.potted_midday_bayhop,Potted Midday Bayhop
blue_skies,block.blue_skies.potted_moonlit_bloom,Potted Moonlit Bloom
blue_skies,block.blue_skies.potted_crystal_flower,Potted Crystal Flower
blue_skies,block.blue_skies.potted_blaze_bud,Potted Blaze Bud
blue_skies,block.blue_skies.potted_flare_floret,Potted Flare Floret
blue_skies,block.blue_skies.potted_nightcress,Potted Nightcress
blue_skies,block.blue_skies.potted_muckweed,Potted Muckweed
blue_skies,block.blue_skies.potted_lucentroot,Potted Lucentroot
blue_skies,block.blue_skies.potted_bluebright_sapling,Potted Bluebright Sapling
blue_skies,block.blue_skies.potted_starlit_sapling,Potted Starlit Sapling
blue_skies,block.blue_skies.potted_frostbright_sapling,Potted Frostbright Sapling
blue_skies,block.blue_skies.potted_lunar_sapling,Potted Lunar Sapling
blue_skies,block.blue_skies.potted_dusk_sapling,Potted Dusk Sapling
blue_skies,block.blue_skies.potted_maple_sapling,Potted Maple Sapling
blue_skies,block.blue_skies.potted_crescent_fruit_sapling,Potted Crescent Fruit Sapling
blue_skies,block.blue_skies.potted_cherry_sapling,Potted Cherry Sapling
blue_skies,block.blue_skies.star_emitter,Star Emitter
blue_skies,block.blue_skies.bag_of_spoils,Bag of Spoils
blue_skies,block.blue_skies.summoning_table,Summoning Table
blue_skies,block.blue_skies.alchemy_table,Alchemy Table
blue_skies,item.blue_skies.azulfo_spawn_egg,Azulfo Spawn Egg
blue_skies,item.blue_skies.stardust_ram_spawn_egg,Stardust Ram Spawn Egg
blue_skies,item.blue_skies.reindeer_spawn_egg,Reindeer Spawn Egg
blue_skies,item.blue_skies.frost_spirit_spawn_egg,Frost Spirit Spawn Egg
blue_skies,item.blue_skies.armored_frost_spirit_spawn_egg,Armored Frost Spirit Spawn Egg
blue_skies,item.blue_skies.crynocerous_spawn_egg,Crynocerous Spawn Egg
blue_skies,item.blue_skies.jelly_drifter_spawn_egg,Jelly Drifter Spawn Egg
blue_skies,item.blue_skies.snow_owl_spawn_egg,Snow Owl Spawn Egg
blue_skies,item.blue_skies.polargeist_spawn_egg,Polargeist Spawn Egg
blue_skies,item.blue_skies.artificial_golem_spawn_egg,Artificial Golem Spawn Egg
blue_skies,item.blue_skies.stonelet_spawn_egg,Stonelet Spawn Egg
blue_skies,item.blue_skies.spewter_spawn_egg,Spewter Spawn Egg
blue_skies,item.blue_skies.whistleshell_crab_spawn_egg,Whistleshell Crab Spawn Egg
blue_skies,item.blue_skies.seclam_spawn_egg,Seclam Spawn Egg
blue_skies,item.blue_skies.shrumpty_spawn_egg,Shrumpty Spawn Egg
blue_skies,item.blue_skies.diophyde_prowler_spawn_egg,Diophyde Prowler Spawn Egg
blue_skies,item.blue_skies.grittle_flatfish_spawn_egg,Grittle Flatfish Spawn Egg
blue_skies,item.blue_skies.municipal_monkfish_spawn_egg,Municipal Monkfish Spawn Egg
blue_skies,item.blue_skies.charscale_moki_spawn_egg,Charscale Moki Spawn Egg
blue_skies,item.blue_skies.horizofin_tunid_spawn_egg,Horizofin Tunid Spawn Egg
blue_skies,item.blue_skies.cosmic_fox_spawn_egg,Cosmic Fox Spawn Egg
blue_skies,item.blue_skies.firefly_spawn_egg,Firefly Spawn Egg
blue_skies,item.blue_skies.crystal_camel_spawn_egg,Crystal Camel Spawn Egg
blue_skies,item.blue_skies.nyctofly_spawn_egg,Nyctofly Spawn Egg
blue_skies,item.blue_skies.venom_spider_spawn_egg,Venom Spider Spawn Egg
blue_skies,item.blue_skies.emberback_spawn_egg,Emberback Spawn Egg
blue_skies,item.blue_skies.infested_swarmer_spawn_egg,Infested Swarmer Spawn Egg
blue_skies,item.blue_skies.shade_monitor_spawn_egg,Shade Monitor Spawn Egg
blue_skies,item.blue_skies.crogre_spawn_egg,Crogre Spawn Egg
blue_skies,item.blue_skies.nested_spider_spawn_egg,Nested Spider Spawn Egg
blue_skies,item.blue_skies.sliv_spawn_egg,Sliv Spawn Egg
blue_skies,item.blue_skies.gatekeeper_spawn_egg,Gatekeeper Spawn Egg
blue_skies,item.blue_skies.summoner_spawn_egg,Summoner Spawn Egg
blue_skies,item.blue_skies.starlit_crusher_spawn_egg,Starlit Crusher Spawn Egg
blue_skies,item.blue_skies.alchemist_spawn_egg,Alchemist Spawn Egg
blue_skies,item.blue_skies.arachnarch_spawn_egg,Arachnarch Spawn Egg
blue_skies,item.blue_skies.winter_leaves,Winter Leaves
blue_skies,item.blue_skies.winter_leaf_seeds,Winter Leaf Seeds
blue_skies,item.blue_skies.fiery_beans,Fiery Beans
blue_skies,item.blue_skies.fiery_bean_seeds,Fiery Bean Seeds
blue_skies,item.blue_skies.cryo_root,Cryo Root
blue_skies,item.blue_skies.igneous_root,Igneous Root
blue_skies,item.blue_skies.scalefruit,Scalefruit
blue_skies,item.blue_skies.scalefruit_seeds,Scalefruit Seeds
blue_skies,item.blue_skies.pine_fruit,Pine Fruit
blue_skies,item.blue_skies.pine_fruit_seeds,Pine Fruit Seeds
blue_skies,item.blue_skies.brewberry,Brewberry
blue_skies,item.blue_skies.pink_brewberry,Pink Brewberry
blue_skies,item.blue_skies.black_brewberry,Black Brewberry
blue_skies,item.blue_skies.crescent_fruit,Crescent Fruit
blue_skies,item.blue_skies.zeal_lighter,Zeal Lighter
blue_skies,item.blue_skies.camel_saddle,Camel Saddle
blue_skies,item.blue_skies.astrolabe,Astrolabe
blue_skies,item.blue_skies.blinding_key,Blinding Dungeon Key
blue_skies,item.blue_skies.poison_key,Poison Dungeon Key
blue_skies,item.blue_skies.nature_key,Nature Dungeon Key
blue_skies,item.blue_skies.aquatic_key,Aquatic Dungeon Key
blue_skies,item.blue_skies.life_key,Life Dungeon Key
blue_skies,item.blue_skies.diopside_gem,Diopside Gemstone
blue_skies,item.blue_skies.raw_aquite,Raw Aquite
blue_skies,item.blue_skies.aquite_gem,Aquite Gemstone
blue_skies,item.blue_skies.pyrope_gem,Pyrope Gemstone
blue_skies,item.blue_skies.charoite,Charoite
blue_skies,item.blue_skies.raw_charoite,Raw Charoite
blue_skies,item.blue_skies.moonstone_shard,Moonstone Shard
blue_skies,item.blue_skies.bluebright_stick,Bluebright Stick
blue_skies,item.blue_skies.starlit_stick,Starlit Stick
blue_skies,item.blue_skies.frostbright_stick,Frostbright Stick
blue_skies,item.blue_skies.lunar_stick,Lunar Stick
blue_skies,item.blue_skies.dusk_stick,Dusk Stick
blue_skies,item.blue_skies.maple_stick,Maple Stick
blue_skies,item.blue_skies.cherry_stick,Cherry Stick
blue_skies,item.blue_skies.carabeef,Raw Carabeef
blue_skies,item.blue_skies.cooked_carabeef,Smoked Carabeef
blue_skies,item.blue_skies.venison,Raw Venison
blue_skies,item.blue_skies.cooked_venison,Venison Steak
blue_skies,item.blue_skies.grittle_flatfish,Raw Grittle Flatfish
blue_skies,item.blue_skies.cooked_grittle_flatfish,Cooked Grittle Flatfish
blue_skies,item.blue_skies.municipal_monkfish,Raw Municipal Monkfish
blue_skies,item.blue_skies.cooked_municipal_monkfish,Cooked Municipal Monkfish
blue_skies,item.blue_skies.charscale_moki,Raw Charscale Moki
blue_skies,item.blue_skies.cooked_charscale_moki,Cooked Charscale Moki
blue_skies,item.blue_skies.horizofin_tunid,Raw Horizofin Tunid
blue_skies,item.blue_skies.cooked_horizofin_tunid,Cooked Horizofin Tunid
blue_skies,item.blue_skies.prepared_food,Prepared Meal
blue_skies,item.blue_skies.azulfo_horn,Azulfo Horn
blue_skies,item.blue_skies.soul_fragment,Soul Fragment
blue_skies,item.blue_skies.monitor_tail,Monitor Tail
blue_skies,item.blue_skies.cooked_monitor_tail,Roasted Monitor Tail
blue_skies,item.blue_skies.falsite_ingot,Falsite Ingot
blue_skies,item.blue_skies.falsite_nugget,Falsite Nugget
blue_skies,item.blue_skies.raw_falsite,Raw Falsite
blue_skies,item.blue_skies.ventium_ingot,Ventium Ingot
blue_skies,item.blue_skies.ventium_nugget,Ventium Nugget
blue_skies,item.blue_skies.raw_ventium,Raw Ventium
blue_skies,item.blue_skies.horizonite_ingot,Horizonite Ingot
blue_skies,item.blue_skies.horizonite_nugget,Horizonite Nugget
blue_skies,item.blue_skies.raw_horizonite,Raw Horizonite
blue_skies,item.blue_skies.ethereal_arc,Ethereal Arc
blue_skies,item.blue_skies.nature_arc,Nature Arc
blue_skies,item.blue_skies.poison_arc,Poisonous Arc
blue_skies,item.blue_skies.aquatic_arc,Aquatic Arc
blue_skies,item.blue_skies.runic_arc,Runic Arc
blue_skies,item.blue_skies.loot_bag_summoner,Summoner Loot Bag
blue_skies,item.blue_skies.loot_bag_alchemist,Alchemist Loot Bag
blue_skies,item.blue_skies.loot_bag_starlit_crusher,Starlit Crusher Loot Bag
blue_skies,item.blue_skies.loot_bag_arachnarch,Arachnarch Loot Bag
blue_skies,item.blue_skies.lost_page,Lost Page
blue_skies,item.blue_skies.blue_journal,Blue Journal
blue_skies,item.blue_skies.blue_journal.info,An adventurer's guide - The Gatekeeper
blue_skies,item.blue_skies.blue_journal.notice,This item only needs to be used once.
blue_skies,item.blue_skies.sky_music_disc,Sky Music Disc
blue_skies,item.blue_skies.ventium_shears,Ventium Shears
blue_skies,item.blue_skies.ventium_bucket,Ventium Bucket
blue_skies,item.blue_skies.ventium_water_bucket,Ventium Water Bucket
blue_skies,item.blue_skies.ventium_lava_bucket,Ventium Lava Bucket
blue_skies,item.blue_skies.ventium_milk_bucket,Ventium Milk Bucket
blue_skies,item.blue_skies.ventium_drifter_bucket,Ventium Bucket of Jelly Drifter
blue_skies,item.blue_skies.ventium_grittle_flatfish_bucket,Ventium Bucket of Grittle Flatfish
blue_skies,item.blue_skies.ventium_municipal_monkfish_bucket,Ventium Bucket of Municipal Monkfish
blue_skies,item.blue_skies.ventium_charscale_moki_bucket,Ventium Bucket of Charscale Moki
blue_skies,item.blue_skies.ventium_horizofin_tunid_bucket,Ventium Bucket of Horizofin Tunid
blue_skies,item.blue_skies.infused_arc_sword,Infused Arc Sword
blue_skies,item.blue_skies.different_sword,Different Sword
blue_skies,item.blue_skies.summoning_tome,Summoning Tome
blue_skies,item.blue_skies.alchemy_scroll,Alchemy Scroll
blue_skies,item.blue_skies.venom_sac,Venom Sac
blue_skies,item.blue_skies.crushing_hammer,Crushing Hammer
blue_skies,item.blue_skies.cherry_sword,Cherry Wood Sword
blue_skies,item.blue_skies.cherry_pickaxe,Cherry Wood Pickaxe
blue_skies,item.blue_skies.cherry_axe,Cherry Wood Axe
blue_skies,item.blue_skies.cherry_shovel,Cherry Wood Shovel
blue_skies,item.blue_skies.cherry_hoe,Cherry Wood Hoe
blue_skies,item.blue_skies.bluebright_sword,Bluebright Wood Sword
blue_skies,item.blue_skies.bluebright_pickaxe,Bluebright Wood Pickaxe
blue_skies,item.blue_skies.bluebright_axe,Bluebright Wood Axe
blue_skies,item.blue_skies.bluebright_shovel,Bluebright Wood Shovel
blue_skies,item.blue_skies.bluebright_hoe,Bluebright Wood Hoe
blue_skies,item.blue_skies.lunar_sword,Lunar Wood Sword
blue_skies,item.blue_skies.lunar_pickaxe,Lunar Wood Pickaxe
blue_skies,item.blue_skies.lunar_axe,Lunar Wood Axe
blue_skies,item.blue_skies.lunar_shovel,Lunar Wood Shovel
blue_skies,item.blue_skies.lunar_hoe,Lunar Wood Hoe
blue_skies,item.blue_skies.starlit_sword,Starlit Wood Sword
blue_skies,item.blue_skies.starlit_pickaxe,Starlit Wood Pickaxe
blue_skies,item.blue_skies.starlit_axe,Starlit Wood Axe
blue_skies,item.blue_skies.starlit_shovel,Starlit Wood Shovel
blue_skies,item.blue_skies.starlit_hoe,Starlit Wood Hoe
blue_skies,item.blue_skies.dusk_sword,Dusk Wood Sword
blue_skies,item.blue_skies.dusk_pickaxe,Dusk Wood Pickaxe
blue_skies,item.blue_skies.dusk_axe,Dusk Wood Axe
blue_skies,item.blue_skies.dusk_shovel,Dusk Wood Shovel
blue_skies,item.blue_skies.dusk_hoe,Dusk Wood Hoe
blue_skies,item.blue_skies.frostbright_sword,Frostbright Wood Sword
blue_skies,item.blue_skies.frostbright_pickaxe,Frostbright Wood Pickaxe
blue_skies,item.blue_skies.frostbright_axe,Frostbright Wood Axe
blue_skies,item.blue_skies.frostbright_shovel,Frostbright Wood Shovel
blue_skies,item.blue_skies.frostbright_hoe,Frostbright Wood Hoe
blue_skies,item.blue_skies.maple_sword,Maple Wood Sword
blue_skies,item.blue_skies.maple_pickaxe,Maple Wood Pickaxe
blue_skies,item.blue_skies.maple_axe,Maple Wood Axe
blue_skies,item.blue_skies.maple_shovel,Maple Wood Shovel
blue_skies,item.blue_skies.maple_hoe,Maple Wood Hoe
blue_skies,item.blue_skies.turquoise_stone_sword,Turquoise Stone Sword
blue_skies,item.blue_skies.turquoise_stone_pickaxe,Turquoise Stone Pickaxe
blue_skies,item.blue_skies.turquoise_stone_axe,Turquoise Stone Axe
blue_skies,item.blue_skies.turquoise_stone_shovel,Turquoise Stone Shovel
blue_skies,item.blue_skies.turquoise_stone_hoe,Turquoise Stone Hoe
blue_skies,item.blue_skies.lunar_stone_sword,Lunar Stone Sword
blue_skies,item.blue_skies.lunar_stone_pickaxe,Lunar Stone Pickaxe
blue_skies,item.blue_skies.lunar_stone_axe,Lunar Stone Axe
blue_skies,item.blue_skies.lunar_stone_shovel,Lunar Stone Shovel
blue_skies,item.blue_skies.lunar_stone_hoe,Lunar Stone Hoe
blue_skies,item.blue_skies.aquite_sword,Aquite Sword
blue_skies,item.blue_skies.aquite_pickaxe,Aquite Pickaxe
blue_skies,item.blue_skies.aquite_shovel,Aquite Shovel
blue_skies,item.blue_skies.aquite_axe,Aquite Axe
blue_skies,item.blue_skies.aquite_hoe,Aquite Hoe
blue_skies,item.blue_skies.pyrope_sword,Pyrope Sword
blue_skies,item.blue_skies.pyrope_pickaxe,Pyrope Pickaxe
blue_skies,item.blue_skies.pyrope_shovel,Pyrope Shovel
blue_skies,item.blue_skies.pyrope_axe,Pyrope Axe
blue_skies,item.blue_skies.pyrope_hoe,Pyrope Hoe
blue_skies,item.blue_skies.diopside_sword,Diopside Sword
blue_skies,item.blue_skies.diopside_pickaxe,Diopside Pickaxe
blue_skies,item.blue_skies.diopside_shovel,Diopside Shovel
blue_skies,item.blue_skies.diopside_axe,Diopside Axe
blue_skies,item.blue_skies.diopside_hoe,Diopside Hoe
blue_skies,item.blue_skies.charoite_sword,Charoite Sword
blue_skies,item.blue_skies.charoite_pickaxe,Charoite Pickaxe
blue_skies,item.blue_skies.charoite_shovel,Charoite Shovel
blue_skies,item.blue_skies.charoite_axe,Charoite Axe
blue_skies,item.blue_skies.charoite_hoe,Charoite Hoe
blue_skies,item.blue_skies.horizonite_sword,Horizonite Sword
blue_skies,item.blue_skies.horizonite_pickaxe,Horizonite Pickaxe
blue_skies,item.blue_skies.horizonite_shovel,Horizonite Shovel
blue_skies,item.blue_skies.horizonite_axe,Horizonite Axe
blue_skies,item.blue_skies.horizonite_hoe,Horizonite Hoe
blue_skies,item.blue_skies.debug_sword,Debug Sword
blue_skies,item.blue_skies.pyrope_helmet,Pyrope Helmet
blue_skies,item.blue_skies.pyrope_chestplate,Pyrope Chestplate
blue_skies,item.blue_skies.pyrope_leggings,Pyrope Leggings
blue_skies,item.blue_skies.pyrope_boots,Pyrope Boots
blue_skies,item.blue_skies.aquite_helmet,Aquite Helmet
blue_skies,item.blue_skies.aquite_chestplate,Aquite Chestplate
blue_skies,item.blue_skies.aquite_leggings,Aquite Leggings
blue_skies,item.blue_skies.aquite_boots,Aquite Boots
blue_skies,item.blue_skies.diopside_helmet,Diopside Helmet
blue_skies,item.blue_skies.diopside_chestplate,Diopside Chestplate
blue_skies,item.blue_skies.diopside_leggings,Diopside Leggings
blue_skies,item.blue_skies.diopside_boots,Diopside Boots
blue_skies,item.blue_skies.charoite_helmet,Charoite Helmet
blue_skies,item.blue_skies.charoite_chestplate,Charoite Chestplate
blue_skies,item.blue_skies.charoite_leggings,Charoite Leggings
blue_skies,item.blue_skies.charoite_boots,Charoite Boots
blue_skies,item.blue_skies.horizonite_helmet,Horizonite Helmet
blue_skies,item.blue_skies.horizonite_chestplate,Horizonite Chestplate
blue_skies,item.blue_skies.horizonite_leggings,Horizonite Leggings
blue_skies,item.blue_skies.horizonite_boots,Horizonite Boots
blue_skies,item.blue_skies.shadow_helmet,Shadow Helmet
blue_skies,item.blue_skies.shadow_chestplate,Shadow Chestplate
blue_skies,item.blue_skies.shadow_leggings,Shadow Leggings
blue_skies,item.blue_skies.shadow_boots,Shadow Boots
blue_skies,item.blue_skies.bluebright_spear,Bluebright Spear
blue_skies,item.blue_skies.starlit_spear,Starlit Spear
blue_skies,item.blue_skies.frostbright_spear,Frostbright Spear
blue_skies,item.blue_skies.lunar_spear,Lunar Spear
blue_skies,item.blue_skies.dusk_spear,Dusk Spear
blue_skies,item.blue_skies.maple_spear,Maple Spear
blue_skies,item.blue_skies.cherry_spear,Cherry Spear
blue_skies,item.blue_skies.moonstone_shield,Moonstone Shield
blue_skies,item.blue_skies.soulbound_spear,Soulbound Spear
blue_skies,item.blue_skies.spike_shield,Spike Shield
blue_skies,filled_map.blue_skies:frozen_bunker,Frozen Bunker Explorer Map
blue_skies,filled_map.blue_skies:blinding_dungeon,Blinding Dungeon Explorer Map
blue_skies,filled_map.blue_skies:nature_dungeon,Nature Dungeon Explorer Map
blue_skies,filled_map.blue_skies:poison_dungeon,Poison Dungeon Explorer Map
blue_skies,entity.blue_skies.stardust_ram,Stardust Ram
blue_skies,entity.blue_skies.reindeer,Reindeer
